Year;Author;Topic;Count
2017;Škraban Jure (33271);Biology (Škraban Jure (33271));2
2018;Škraban Jure (33271);Biology (Škraban Jure (33271));1
2013;Škraban Jure (33271);Medicine (Škraban Jure (33271));2
2017;Škraban Jure (33271);Medicine (Škraban Jure (33271));1
2018;Škraban Jure (33271);Medicine (Škraban Jure (33271));1
2017;Škraban Jure (33271);Engineering (Škraban Jure (33271));1
2015;Marolt Marjeta (29004);Business (Marolt Marjeta (29004));1
2016;Marolt Marjeta (29004);Business (Marolt Marjeta (29004));1
2018;Marolt Marjeta (29004);Business (Marolt Marjeta (29004));1
2019;Marolt Marjeta (29004);Business (Marolt Marjeta (29004));2
2020;Marolt Marjeta (29004);Business (Marolt Marjeta (29004));2
2021;Marolt Marjeta (29004);Business (Marolt Marjeta (29004));1
2022;Marolt Marjeta (29004);Business (Marolt Marjeta (29004));2
2019;Marolt Marjeta (29004);Computer Science (Marolt Marjeta (29004));1
2020;Marolt Marjeta (29004);Computer Science (Marolt Marjeta (29004));1
2021;Marolt Marjeta (29004);Computer Science (Marolt Marjeta (29004));2
2013;Marn Jure (08584);Chemistry (Marn Jure (08584));1
2013;Marn Jure (08584);Medicine (Marn Jure (08584));1
2019;Marn Jure (08584);Medicine (Marn Jure (08584));2
2016;Marn Jure (08584);Engineering (Marn Jure (08584));1
2018;Marn Jure (08584);Engineering (Marn Jure (08584));1
2017;Marn Jure (08584);Mathematics (Marn Jure (08584));1
2020;Marn Jure (08584);Mathematics (Marn Jure (08584));1
2019;Marn Jure (08584);Materials Science (Marn Jure (08584));3
2020;Marn Jure (08584);Materials Science (Marn Jure (08584));1
2021;Marn Jure (08584);Materials Science (Marn Jure (08584));1
2019;Marn Jure (08584);Computer Science (Marn Jure (08584));1
2020;Marn Jure (08584);Physics (Marn Jure (08584));1
2018;Lahe Danijela (31631);Psychology (Lahe Danijela (31631));1
2016;Ambrožič-Dolinšek Jana (12183);Biology (Ambrožič-Dolinšek Jana (12183));1
2016;Ambrožič-Dolinšek Jana (12183);Chemistry (Ambrožič-Dolinšek Jana (12183));1
2017;Ambrožič-Dolinšek Jana (12183);Chemistry (Ambrožič-Dolinšek Jana (12183));1
2020;Ambrožič-Dolinšek Jana (12183);Chemistry (Ambrožič-Dolinšek Jana (12183));1
2018;Ambrožič-Dolinšek Jana (12183);Agricultural And Food Sciences (Ambrožič-Dolinšek Jana (12183));1
2020;Ambrožič-Dolinšek Jana (12183);Medicine (Ambrožič-Dolinšek Jana (12183));1
2021;Ambrožič-Dolinšek Jana (12183);Medicine (Ambrožič-Dolinšek Jana (12183));1
2022;Ambrožič-Dolinšek Jana (12183);Medicine (Ambrožič-Dolinšek Jana (12183));2
2021;Ambrožič-Dolinšek Jana (12183);Education (Ambrožič-Dolinšek Jana (12183));1
2013;Jelušič Primož (34236);Engineering (Jelušič Primož (34236));1
2014;Jelušič Primož (34236);Engineering (Jelušič Primož (34236));1
2016;Jelušič Primož (34236);Engineering (Jelušič Primož (34236));1
2017;Jelušič Primož (34236);Engineering (Jelušič Primož (34236));2
2019;Jelušič Primož (34236);Engineering (Jelušič Primož (34236));1
2022;Jelušič Primož (34236);Engineering (Jelušič Primož (34236));2
2015;Jelušič Primož (34236);Computer Science (Jelušič Primož (34236));1
2016;Jelušič Primož (34236);Computer Science (Jelušič Primož (34236));1
2017;Jelušič Primož (34236);Computer Science (Jelušič Primož (34236));1
2018;Jelušič Primož (34236);Computer Science (Jelušič Primož (34236));2
2019;Jelušič Primož (34236);Computer Science (Jelušič Primož (34236));1
2020;Jelušič Primož (34236);Computer Science (Jelušič Primož (34236));1
2021;Jelušič Primož (34236);Computer Science (Jelušič Primož (34236));1
2016;Jelušič Primož (34236);Materials Science (Jelušič Primož (34236));1
2018;Jelušič Primož (34236);Materials Science (Jelušič Primož (34236));1
2021;Jelušič Primož (34236);Materials Science (Jelušič Primož (34236));1
2022;Jelušič Primož (34236);Materials Science (Jelušič Primož (34236));1
2016;Jelušič Primož (34236);Mathematics (Jelušič Primož (34236));1
2017;Jelušič Primož (34236);Mathematics (Jelušič Primož (34236));1
2020;Jelušič Primož (34236);Environmental Science (Jelušič Primož (34236));1
2021;Jelušič Primož (34236);Geology (Jelušič Primož (34236));2
2022;Jelušič Primož (34236);Agricultural And Food Sciences (Jelušič Primož (34236));1
2022;Jelušič Primož (34236);Medicine (Jelušič Primož (34236));1
2016;Stambolić Aleš (36363);Materials Science (Stambolić Aleš (36363));1
2018;Stambolić Aleš (36363);Materials Science (Stambolić Aleš (36363));1
2020;Stambolić Aleš (36363);Materials Science (Stambolić Aleš (36363));1
2021;Stambolić Aleš (36363);Materials Science (Stambolić Aleš (36363));2
2013;Črepinšek Matej (22707);Computer Science (Črepinšek Matej (22707));2
2014;Črepinšek Matej (22707);Computer Science (Črepinšek Matej (22707));3
2015;Črepinšek Matej (22707);Computer Science (Črepinšek Matej (22707));1
2016;Črepinšek Matej (22707);Computer Science (Črepinšek Matej (22707));1
2017;Črepinšek Matej (22707);Computer Science (Črepinšek Matej (22707));3
2018;Črepinšek Matej (22707);Computer Science (Črepinšek Matej (22707));2
2019;Črepinšek Matej (22707);Computer Science (Črepinšek Matej (22707));3
2020;Črepinšek Matej (22707);Computer Science (Črepinšek Matej (22707));1
2021;Črepinšek Matej (22707);Computer Science (Črepinšek Matej (22707));3
2022;Črepinšek Matej (22707);Computer Science (Črepinšek Matej (22707));5
2015;Črepinšek Matej (22707);Materials Science (Črepinšek Matej (22707));1
2017;Črepinšek Matej (22707);Mathematics (Črepinšek Matej (22707));2
2014;Lupše Janez (30938);Mathematics (Lupše Janez (30938));1
2015;Lupše Janez (30938);Mathematics (Lupše Janez (30938));1
2016;Španinger Eva (38409);Chemistry (Španinger Eva (38409));1
2018;Španinger Eva (38409);Chemistry (Španinger Eva (38409));1
2019;Španinger Eva (38409);Chemistry (Španinger Eva (38409));1
2020;Španinger Eva (38409);Chemistry (Španinger Eva (38409));1
2016;Španinger Eva (38409);Medicine (Španinger Eva (38409));1
2018;Španinger Eva (38409);Medicine (Španinger Eva (38409));1
2019;Španinger Eva (38409);Medicine (Španinger Eva (38409));1
2020;Španinger Eva (38409);Medicine (Španinger Eva (38409));2
2015;Kos Janko (04648);Chemistry (Kos Janko (04648));1
2018;Kos Janko (04648);Chemistry (Kos Janko (04648));2
2019;Kos Janko (04648);Chemistry (Kos Janko (04648));2
2020;Kos Janko (04648);Chemistry (Kos Janko (04648));2
2015;Kos Janko (04648);Computer Science (Kos Janko (04648));1
2015;Kos Janko (04648);Medicine (Kos Janko (04648));1
2018;Kos Janko (04648);Medicine (Kos Janko (04648));2
2019;Kos Janko (04648);Medicine (Kos Janko (04648));2
2020;Kos Janko (04648);Medicine (Kos Janko (04648));2
2022;Kos Janko (04648);Medicine (Kos Janko (04648));1
2021;Koletnik Melita (37374);Psychology (Koletnik Melita (37374));1
2022;Koletnik Melita (37374);Medicine (Koletnik Melita (37374));1
2022;Koletnik Melita (37374);Linguistics (Koletnik Melita (37374));1
2019;Peterlin Judita (31354);Computer Science (Peterlin Judita (31354));1
2021;Peterlin Judita (31354);Computer Science (Peterlin Judita (31354));1
2022;Peterlin Judita (31354);Computer Science (Peterlin Judita (31354));2
2019;Peterlin Judita (31354);Sociology (Peterlin Judita (31354));1
2021;Peterlin Judita (31354);Education (Peterlin Judita (31354));1
2021;Peterlin Judita (31354);Business (Peterlin Judita (31354));1
2014;Zupančič Hartner Tjaša (24826);Materials Science (Zupančič Hartner Tjaša (24826));2
2017;Meglič Vladimir (05667);Agricultural And Food Sciences (Meglič Vladimir (05667));1
2020;Meglič Vladimir (05667);Biology (Meglič Vladimir (05667));1
2014;Skela-Savič Brigita (23375);Political Science (Skela-Savič Brigita (23375));1
2015;Skela-Savič Brigita (23375);Political Science (Skela-Savič Brigita (23375));1
2014;Skela-Savič Brigita (23375);Medicine (Skela-Savič Brigita (23375));1
2015;Skela-Savič Brigita (23375);Medicine (Skela-Savič Brigita (23375));2
2016;Skela-Savič Brigita (23375);Medicine (Skela-Savič Brigita (23375));1
2018;Skela-Savič Brigita (23375);Medicine (Skela-Savič Brigita (23375));2
2020;Skela-Savič Brigita (23375);Medicine (Skela-Savič Brigita (23375));1
2019;Skela-Savič Brigita (23375);Psychology (Skela-Savič Brigita (23375));1
2020;Skela-Savič Brigita (23375);Psychology (Skela-Savič Brigita (23375));2
2014;Klokočovnik Vesna (31960);Biology (Klokočovnik Vesna (31960));1
2016;Klokočovnik Vesna (31960);Biology (Klokočovnik Vesna (31960));1
2017;Klokočovnik Vesna (31960);Biology (Klokočovnik Vesna (31960));1
2019;Klokočovnik Vesna (31960);Biology (Klokočovnik Vesna (31960));2
2016;Klokočovnik Vesna (31960);Psychology (Klokočovnik Vesna (31960));1
2019;Klokočovnik Vesna (31960);Business (Klokočovnik Vesna (31960));1
2016;Bele Uroš (35226);Medicine (Bele Uroš (35226));1
2022;Laković Stanko (26108);Computer Science (Laković Stanko (26108));1
2013;Knap Bojan (06393);Medicine (Knap Bojan (06393));1
2017;Gruden Chiara (53162);Computer Science (Gruden Chiara (53162));1
2019;Gruden Chiara (53162);Computer Science (Gruden Chiara (53162));1
2020;Gruden Chiara (53162);Computer Science (Gruden Chiara (53162));1
2022;Gruden Chiara (53162);Computer Science (Gruden Chiara (53162));1
2019;Gruden Chiara (53162);Physics (Gruden Chiara (53162));1
2022;Gruden Chiara (53162);Physics (Gruden Chiara (53162));1
2020;Gruden Chiara (53162);Geography (Gruden Chiara (53162));1
2021;Gruden Chiara (53162);Medicine (Gruden Chiara (53162));1
2022;Gruden Chiara (53162);Biology (Gruden Chiara (53162));1
2013;Klančnik Simon (29571);Engineering (Klančnik Simon (29571));1
2015;Klančnik Simon (29571);Engineering (Klančnik Simon (29571));1
2016;Klančnik Simon (29571);Engineering (Klančnik Simon (29571));2
2018;Klančnik Simon (29571);Engineering (Klančnik Simon (29571));1
2020;Klančnik Simon (29571);Engineering (Klančnik Simon (29571));1
2015;Klančnik Simon (29571);Materials Science (Klančnik Simon (29571));2
2020;Klančnik Simon (29571);Materials Science (Klančnik Simon (29571));1
2022;Klančnik Simon (29571);Materials Science (Klančnik Simon (29571));1
2015;Klančnik Simon (29571);Computer Science (Klančnik Simon (29571));1
2016;Klančnik Simon (29571);Computer Science (Klančnik Simon (29571));1
2018;Klančnik Simon (29571);Computer Science (Klančnik Simon (29571));2
2020;Klančnik Simon (29571);Computer Science (Klančnik Simon (29571));4
2021;Klančnik Simon (29571);Computer Science (Klančnik Simon (29571));3
2018;Klančnik Simon (29571);Medicine (Klančnik Simon (29571));1
2021;Klančnik Simon (29571);Medicine (Klančnik Simon (29571));3
2020;Klančnik Simon (29571);Business (Klančnik Simon (29571));1
2015;Šprajc Polona (22299);Psychology (Šprajc Polona (22299));1
2018;Šprajc Polona (22299);Psychology (Šprajc Polona (22299));1
2020;Šprajc Polona (22299);Psychology (Šprajc Polona (22299));1
2021;Šprajc Polona (22299);Psychology (Šprajc Polona (22299));1
2017;Šprajc Polona (22299);Economics (Šprajc Polona (22299));2
2018;Šprajc Polona (22299);Economics (Šprajc Polona (22299));2
2020;Šprajc Polona (22299);Economics (Šprajc Polona (22299));1
2021;Šprajc Polona (22299);Economics (Šprajc Polona (22299));1
2022;Šprajc Polona (22299);Economics (Šprajc Polona (22299));1
2017;Šprajc Polona (22299);Education (Šprajc Polona (22299));1
2017;Šprajc Polona (22299);Business (Šprajc Polona (22299));1
2019;Šprajc Polona (22299);Business (Šprajc Polona (22299));1
2021;Šprajc Polona (22299);Business (Šprajc Polona (22299));1
2022;Šprajc Polona (22299);Business (Šprajc Polona (22299));1
2018;Šprajc Polona (22299);Medicine (Šprajc Polona (22299));1
2022;Šprajc Polona (22299);Medicine (Šprajc Polona (22299));2
2019;Šprajc Polona (22299);Computer Science (Šprajc Polona (22299));3
2021;Šprajc Polona (22299);Computer Science (Šprajc Polona (22299));1
2019;Šprajc Polona (22299);Geography (Šprajc Polona (22299));1
2020;Šprajc Polona (22299);Mathematics (Šprajc Polona (22299));1
2022;Šprajc Polona (22299);Political Science (Šprajc Polona (22299));1
2014;Černe Matej (33389);Psychology (Černe Matej (33389));1
2020;Šantavec Igor (15993);Mathematics (Šantavec Igor (15993));1
2018;Kapun Gregor (27920);Chemistry (Kapun Gregor (27920));1
2014;Sternad Marjan (28410);Engineering (Sternad Marjan (28410));1
2015;Sternad Marjan (28410);Business (Sternad Marjan (28410));1
2016;Sternad Marjan (28410);Business (Sternad Marjan (28410));2
2017;Sternad Marjan (28410);Business (Sternad Marjan (28410));1
2021;Sternad Marjan (28410);Business (Sternad Marjan (28410));1
2018;Sternad Marjan (28410);Economics (Sternad Marjan (28410));1
2019;Sternad Marjan (28410);Computer Science (Sternad Marjan (28410));1
2021;Sternad Marjan (28410);Computer Science (Sternad Marjan (28410));1
2022;Sternad Marjan (28410);Computer Science (Sternad Marjan (28410));1
2015;Stajnko Denis (11043);Engineering (Stajnko Denis (11043));2
2019;Stajnko Denis (11043);Engineering (Stajnko Denis (11043));1
2016;Stajnko Denis (11043);Environmental Science (Stajnko Denis (11043));1
2019;Stajnko Denis (11043);Environmental Science (Stajnko Denis (11043));1
2020;Stajnko Denis (11043);Environmental Science (Stajnko Denis (11043));1
2019;Stajnko Denis (11043);Mathematics (Stajnko Denis (11043));1
2020;Stajnko Denis (11043);Mathematics (Stajnko Denis (11043));1
2021;Stajnko Denis (11043);Mathematics (Stajnko Denis (11043));1
2019;Stajnko Denis (11043);Medicine (Stajnko Denis (11043));1
2019;Stajnko Denis (11043);Computer Science (Stajnko Denis (11043));2
2020;Stajnko Denis (11043);Computer Science (Stajnko Denis (11043));1
2022;Stajnko Denis (11043);Economics (Stajnko Denis (11043));1
2022;Stajnko Denis (11043);Agricultural And Food Sciences (Stajnko Denis (11043));1
2013;Vesel Alenka (20048);Materials Science (Vesel Alenka (20048));5
2014;Vesel Alenka (20048);Materials Science (Vesel Alenka (20048));4
2015;Vesel Alenka (20048);Materials Science (Vesel Alenka (20048));3
2018;Vesel Alenka (20048);Materials Science (Vesel Alenka (20048));1
2019;Vesel Alenka (20048);Materials Science (Vesel Alenka (20048));3
2020;Vesel Alenka (20048);Materials Science (Vesel Alenka (20048));5
2022;Vesel Alenka (20048);Materials Science (Vesel Alenka (20048));1
2013;Vesel Alenka (20048);Chemistry (Vesel Alenka (20048));1
2014;Vesel Alenka (20048);Chemistry (Vesel Alenka (20048));3
2019;Vesel Alenka (20048);Chemistry (Vesel Alenka (20048));1
2021;Vesel Alenka (20048);Chemistry (Vesel Alenka (20048));1
2022;Vesel Alenka (20048);Chemistry (Vesel Alenka (20048));1
2013;Vesel Alenka (20048);Medicine (Vesel Alenka (20048));2
2014;Vesel Alenka (20048);Medicine (Vesel Alenka (20048));2
2015;Vesel Alenka (20048);Medicine (Vesel Alenka (20048));1
2019;Vesel Alenka (20048);Medicine (Vesel Alenka (20048));3
2020;Vesel Alenka (20048);Medicine (Vesel Alenka (20048));5
2021;Vesel Alenka (20048);Medicine (Vesel Alenka (20048));3
2022;Vesel Alenka (20048);Medicine (Vesel Alenka (20048));1
2014;Vesel Alenka (20048);Physics (Vesel Alenka (20048));1
2015;Vesel Alenka (20048);Physics (Vesel Alenka (20048));1
2021;Vesel Alenka (20048);Physics (Vesel Alenka (20048));1
2022;Vesel Alenka (20048);Engineering (Vesel Alenka (20048));1
2013;Rozman Damjana (06013);Biology (Rozman Damjana (06013));1
2021;Rozman Damjana (06013);Biology (Rozman Damjana (06013));1
2013;Rozman Damjana (06013);Medicine (Rozman Damjana (06013));1
2022;Rozman Damjana (06013);Medicine (Rozman Damjana (06013));2
2015;Kocbek Bule Mateja (36650);Computer Science (Kocbek Bule Mateja (36650));2
2019;Kocbek Bule Mateja (36650);Computer Science (Kocbek Bule Mateja (36650));1
2020;Kocbek Bule Mateja (36650);Computer Science (Kocbek Bule Mateja (36650));1
2015;Kocbek Bule Mateja (36650);Business (Kocbek Bule Mateja (36650));1
2013;Kralj Samo (08612);Materials Science (Kralj Samo (08612));5
2014;Kralj Samo (08612);Materials Science (Kralj Samo (08612));4
2015;Kralj Samo (08612);Materials Science (Kralj Samo (08612));3
2016;Kralj Samo (08612);Materials Science (Kralj Samo (08612));3
2017;Kralj Samo (08612);Materials Science (Kralj Samo (08612));5
2018;Kralj Samo (08612);Materials Science (Kralj Samo (08612));3
2019;Kralj Samo (08612);Materials Science (Kralj Samo (08612));8
2020;Kralj Samo (08612);Materials Science (Kralj Samo (08612));11
2021;Kralj Samo (08612);Materials Science (Kralj Samo (08612));5
2022;Kralj Samo (08612);Materials Science (Kralj Samo (08612));1
2013;Kralj Samo (08612);Medicine (Kralj Samo (08612));2
2014;Kralj Samo (08612);Medicine (Kralj Samo (08612));2
2015;Kralj Samo (08612);Medicine (Kralj Samo (08612));1
2016;Kralj Samo (08612);Medicine (Kralj Samo (08612));3
2017;Kralj Samo (08612);Medicine (Kralj Samo (08612));2
2018;Kralj Samo (08612);Medicine (Kralj Samo (08612));3
2019;Kralj Samo (08612);Medicine (Kralj Samo (08612));3
2020;Kralj Samo (08612);Medicine (Kralj Samo (08612));3
2021;Kralj Samo (08612);Medicine (Kralj Samo (08612));4
2022;Kralj Samo (08612);Medicine (Kralj Samo (08612));4
2013;Kralj Samo (08612);Physics (Kralj Samo (08612));3
2014;Kralj Samo (08612);Physics (Kralj Samo (08612));3
2015;Kralj Samo (08612);Physics (Kralj Samo (08612));2
2016;Kralj Samo (08612);Physics (Kralj Samo (08612));1
2017;Kralj Samo (08612);Physics (Kralj Samo (08612));2
2018;Kralj Samo (08612);Physics (Kralj Samo (08612));2
2019;Kralj Samo (08612);Physics (Kralj Samo (08612));2
2020;Kralj Samo (08612);Physics (Kralj Samo (08612));2
2021;Kralj Samo (08612);Physics (Kralj Samo (08612));1
2022;Kralj Samo (08612);Physics (Kralj Samo (08612));1
2013;Kralj Samo (08612);Chemistry (Kralj Samo (08612));1
